dataset,corruption,fold,val_score,test_score
1487,ftt,13,0.9270297824342204,0.9172708803396523
1487,ftt,14,0.9388651665908501,0.9223173704779056
1487,ftt,15,0.94804704494105,0.9284287790791725
1487,ftt,16,0.9380752393352746,0.9474959711646102
1487,ftt,17,0.9463318740905713,0.9387452996920453
1487,ftt,18,0.9241857811251855,0.9256422035759485
1487,ftt,19,0.9299385537363634,0.9242350435310018
1487,ftt,20,0.9443459207238735,0.9326388508980447
1487,ftt,21,0.9272215886389115,0.9239191572792507
1487,ftt,22,0.9331051009928107,0.9251215997947528
1487,ftt,23,0.9452723368256654,0.9155345861607026
1487,ftt,24,0.9319898945470048,0.9256192924831979
1487,ftt,25,0.9628451436011648,0.9478428872537487
1487,ftt,26,0.9241857811251855,0.9237120064742573
1487,ftt,27,0.9463318740905713,0.9430480609000204
1487,ftt,28,0.90874532076933,0.918401538524636
1487,ftt,29,0.9272215886389115,0.9256192924831979
1494,ftt,0,0.9056603773584906,0.8533309765537254
1494,ftt,1,0.7805779126533844,0.836694580813938
1494,ftt,2,0.9233567640892836,0.8465866444678822
1494,ftt,3,0.8568986386869898,0.8510632468094033
1494,ftt,4,0.8971656796584492,0.8281127108830605
1494,ftt,5,0.8827766445690974,0.8318456012364229
1494,ftt,6,0.8289586576060134,0.8685355366090137
1494,ftt,7,0.8579958272315547,0.8618045526401046
1494,ftt,8,0.8759788201953911,0.8663098862423805
1494,ftt,9,0.9062516166699923,0.8730508489479377
1494,ftt,10,0.8859724384040091,0.8452705728064359
1494,ftt,11,0.8658743371562462,0.8771897174203765
1494,ftt,12,0.8223770830464123,0.8763340487954787
1494,ftt,13,0.8579958272315547,0.8433255809697356
1494,ftt,14,0.7996580941617857,0.8672985781990521
1494,ftt,15,0.8965639067965064,0.8154809059869448
1494,ftt,16,0.8958636066364735,0.8730508489479377
1494,ftt,17,0.8859724384040091,0.8320336668345973
1494,ftt,18,0.8859724384040091,0.8472112985627205
1494,ftt,19,0.9245283018867925,0.8555504468180425
1494,ftt,20,0.8589507819952361,0.8497548989817298
1494,ftt,21,0.9056603773584906,0.8465866444678822
1494,ftt,22,0.8687522633379893,0.8538048323178737
1494,ftt,23,0.8312529100059862,0.8388625592417062
1494,ftt,24,0.850809042584263,0.8708253145750529
1494,ftt,25,0.8777573443958712,0.8999274346704205
1494,ftt,26,0.8679245283018868,0.838282986886395
1494,ftt,27,0.8669678448046771,0.8763340487954787
1494,ftt,28,0.9049770320033408,0.7972131545054375
1494,ftt,29,0.8364035385855368,0.847795752363666
1497,ftt,0,0.9689943424763547,0.974349215458638
1497,ftt,1,0.9890033741929477,0.9734263910725449
1497,ftt,2,0.9760908545604625,0.9725024210887286
1497,ftt,3,0.9853535122431424,0.9550382196085468
1497,ftt,4,0.9743689981916558,0.9707165149978342
1497,ftt,5,0.9780187654479634,0.9660624140385774
1497,ftt,6,0.9871835244837043,0.9835232555327518
1497,ftt,7,0.9743493801368889,0.9661409540237998
1497,ftt,8,0.9798369359388035,0.9641781448797306
1497,ftt,9,0.9780010393270765,0.9706193920987712
1497,ftt,10,0.9872025273357846,0.9477913715103786
1497,ftt,11,0.9780602931205342,0.9615671580674525
1497,ftt,12,0.9743196275729413,0.9688423360675298
1497,ftt,13,0.9780443866382521,0.9670593429686135
1497,ftt,14,0.9761665664509267,0.9725836141442957
1497,ftt,15,0.9725630874026505,0.9679418907114046
1497,ftt,16,0.9834960798945868,0.9789219531486493
1497,ftt,17,0.9761737317882827,0.9615140607364356
1497,ftt,18,0.9834803430216915,0.9624833413811598
1497,ftt,19,0.9780328665437328,0.9578307575596551
1497,ftt,20,0.9798534798534798,0.9761500943705468
1497,ftt,21,0.9798125879755385,0.9725848804676721
1497,ftt,22,0.989009958119735,0.9752859340175385
1497,ftt,23,0.9669333596841,0.9678479316776022
1497,ftt,24,0.9723854455909121,0.9625324857553405
1497,ftt,25,0.974434970702356,0.9661313562313564
1497,ftt,26,0.9853484099289571,0.9734536177269528
1497,ftt,27,0.9871136528332246,0.9670255435588047
1497,ftt,28,0.9817072966631297,0.9716105159410993
1497,ftt,29,0.9706986191683423,0.9697090779761818
1510,ftt,0,1.0,0.956244993396696
1510,ftt,1,1.0,0.9645092460881936
1510,ftt,2,1.0,0.9476097712345062
1510,ftt,3,0.9823623542652152,0.9824561403508771
1510,ftt,4,0.9825365904115021,0.9376836024305945
1510,ftt,5,0.9825365904115021,0.9473684210526315
1510,ftt,6,1.0,0.9647247085304307
1510,ftt,7,1.0,0.9554882874504246
1510,ftt,8,1.0,0.956244993396696
1510,ftt,9,1.0,0.9470870627956459
1510,ftt,10,0.9649122807017544,0.9825365904115021
1510,ftt,11,1.0,0.9557756825927252
1510,ftt,12,0.9823623542652152,0.9824561403508771
1510,ftt,13,1.0,0.9824561403508771
1510,ftt,14,1.0,0.9823623542652152
1510,ftt,15,1.0,0.9824561403508771
1510,ftt,16,0.9823623542652152,0.956244993396696
1510,ftt,17,1.0,0.9467638691322903
1510,ftt,18,1.0,0.9738579758273159
1510,ftt,19,0.9649122807017544,0.9734654095556352
1510,ftt,20,1.0,0.9823623542652152
1510,ftt,21,1.0,0.9647247085304307
1510,ftt,22,1.0,0.9738579758273159
1510,ftt,23,1.0,0.9650731808230041
1510,ftt,24,0.9649122807017544,0.9823623542652152
1510,ftt,25,0.9298245614035088,0.9649122807017544
1510,ftt,26,0.9823623542652152,0.9650731808230041
1510,ftt,27,1.0,0.9208492773270942
1510,ftt,28,1.0,0.9649122807017544
1510,ftt,29,0.9823623542652152,0.9912054752585661
4538,ftt,0,0.6170174486977297,0.6906892144029243
4538,ftt,1,0.5834360608869401,0.6973589628267305
4538,ftt,2,0.6229024195967192,0.685998625128673
4538,ftt,3,0.5871029260445509,0.6938444195841733
4538,ftt,4,0.6267687890046862,0.7089727868939294
4538,ftt,5,0.5976571370832398,0.6939295082312441
4538,ftt,6,0.5788397023326921,0.7145197600428189
4538,ftt,7,0.6206973710467055,0.6899184303222803
4538,ftt,8,0.6011933221504617,0.692630819219008
4538,ftt,9,0.6089422489240924,0.6912625801716114
4538,ftt,10,0.5766665590842456,0.7059826640831708
4538,ftt,11,0.6182694031946224,0.6954746427760841
4538,ftt,12,0.5880510162685313,0.6914710987838127
4538,ftt,13,0.5712625350566237,0.6889572674621242
4538,ftt,14,0.6161032150175004,0.6935895478388248
4538,ftt,15,0.5933052949668286,0.7060154702684368
4538,ftt,16,0.5864647098255544,0.7085305693578294
4538,ftt,17,0.5959062164904554,0.6910666135637186
4538,ftt,18,0.5965057226129811,0.6830174184734807
4538,ftt,19,0.6233314902783834,0.6891823347989432
4538,ftt,20,0.5718961537719618,0.6853327212874296
4538,ftt,21,0.5735818899085078,0.7040692376546958
4538,ftt,22,0.6323863567131827,0.6943994775059764
4538,ftt,23,0.5798017151630278,0.6721961691193388
4538,ftt,24,0.5779985337203473,0.6896548271965421
4538,ftt,25,0.5914318419814798,0.7016814038423245
4538,ftt,26,0.5515173114101359,0.6976194241730049
4538,ftt,27,0.5619201905367448,0.6960410001513716
4538,ftt,28,0.6185647965447545,0.7012228083371065
4538,ftt,29,0.6024794960000992,0.6837955974243876
40701,ftt,0,0.9587152632313922,0.9581632509304417
40701,ftt,1,0.9797565486398333,0.9517227121961829
40701,ftt,2,0.9714795751633987,0.9556819436509343
40701,ftt,3,0.9611685720402484,0.9493859478478571
40701,ftt,4,0.9528945815751149,0.9529844197028714
40701,ftt,5,0.9709007957559682,0.948379290049983
40701,ftt,6,0.9589907276550274,0.9582983188883364
40701,ftt,7,0.9554644070076331,0.9606325375773651
40701,ftt,8,0.9425870187170384,0.9554529312670508
40701,ftt,9,0.9645405530487101,0.9524971805006588
40701,ftt,10,0.969728523801168,0.9455596541786744
40701,ftt,11,0.9736008661011072,0.9470247912652537
40701,ftt,12,0.957081053307643,0.9507778442646408
40701,ftt,13,0.9614166504554642,0.9523446507515472
40701,ftt,14,0.9650260946483856,0.9417811123274505
40701,ftt,15,0.9671925821240219,0.9548796905759208
40701,ftt,16,0.9565024640061841,0.94966835952368
40701,ftt,17,0.9730729539085903,0.9633248554913293
40701,ftt,18,0.9674052287581699,0.9536206387044661
40701,ftt,19,0.9671925821240219,0.9517104253879126
40701,ftt,20,0.9609115175481957,0.9592498394348105
40701,ftt,21,0.9652560907728537,0.9557345566055866
40701,ftt,22,0.9687027450980391,0.9464329907773387
40701,ftt,23,0.9633308823529412,0.9580257525755816
40701,ftt,24,0.9691406717485757,0.9455070109956624
40701,ftt,25,0.9645405530487101,0.9544166224580017
40701,ftt,26,0.9578264501834296,0.956539973649539
40701,ftt,27,0.9611685720402484,0.9566743045355783
40701,ftt,28,0.9647877089573872,0.9515617875516998
40701,ftt,29,0.9551821895424837,0.9488961083726862
40975,ftt,0,1.0,1.0
40975,ftt,1,1.0,1.0
40975,ftt,2,1.0,1.0
40975,ftt,3,1.0,1.0
40975,ftt,4,1.0,1.0
40975,ftt,5,1.0,1.0
40975,ftt,6,1.0,1.0
40975,ftt,7,1.0,1.0
40975,ftt,8,1.0,1.0
40975,ftt,9,1.0,0.9942447142636622
40975,ftt,10,1.0,1.0
40975,ftt,11,1.0,1.0
40975,ftt,12,1.0,1.0
40975,ftt,13,1.0,1.0
40975,ftt,14,1.0,1.0
40975,ftt,15,1.0,0.9971502121544917
40975,ftt,16,1.0,1.0
40975,ftt,17,1.0,1.0
40975,ftt,18,1.0,1.0
40975,ftt,19,1.0,1.0
40975,ftt,20,1.0,1.0
40975,ftt,21,1.0,1.0
40975,ftt,22,1.0,1.0
40975,ftt,23,1.0,0.9971502121544917
40975,ftt,24,1.0,1.0
40975,ftt,25,1.0,1.0
40975,ftt,26,1.0,1.0
40975,ftt,27,1.0,1.0
40975,ftt,28,1.0,1.0
40975,ftt,29,1.0,1.0
40982,ftt,0,0.7834445648099493,0.7797949066033661
40982,ftt,1,0.7427741709592317,0.7628195940523426
40982,ftt,2,0.7973654251549945,0.7468336041448432
40982,ftt,3,0.7692566073883651,0.755045268407349
40982,ftt,4,0.7487085855250426,0.7340472868753944
40982,ftt,5,0.8178781323442502,0.7787678460468128
40982,ftt,6,0.7882435635922597,0.7860726902480407
40982,ftt,7,0.7711868462753787,0.8072856203020783
40982,ftt,8,0.7730703402498793,0.7811650572788954
40982,ftt,9,0.7685551535069733,0.7573892233159083
40982,ftt,10,0.8032107932182455,0.7488114820335108
40982,ftt,11,0.7759208691359254,0.775989672157444
40982,ftt,12,0.8145174218943515,0.7512750818550744
40982,ftt,13,0.7401540481107535,0.7652217347129888
40982,ftt,14,0.7385217019317432,0.7602338357287615
40982,ftt,15,0.7858183763410748,0.7579732309093833
40982,ftt,16,0.7394658614966922,0.7618949370451815
40982,ftt,17,0.708583694054601,0.7677799888049334
40982,ftt,18,0.7879420213972924,0.7514745334146306
40982,ftt,19,0.7321250791892824,0.7461606967580217
40982,ftt,20,0.8403107604015325,0.7881156683958732
40982,ftt,21,0.7979088993062274,0.7425803884660236
40982,ftt,22,0.7631538515709357,0.7629828866139655
40982,ftt,23,0.7545023972252596,0.7637790162710127
40982,ftt,24,0.7889770894316015,0.7749840687872376
40982,ftt,25,0.7802059140629567,0.74940523408048
40982,ftt,26,0.8012086318289972,0.7915939414670634
40982,ftt,27,0.7569935545336826,0.7704921456544671
40982,ftt,28,0.7629236968755584,0.7616717644340422
40982,ftt,29,0.7275651175993361,0.7720938295185663
1485,ftt,0,0.6296969696969695,0.5901284456631548
1485,ftt,1,0.6215429403202329,0.6065515399679544
