,dataset,corruption,fold,val_score,test_score,Unnamed: 0
18,31,ftt,18,0.7343253968253967,0.7137295794230102,
19,31,ftt,19,0.7343253968253967,0.7586109428629113,
20,31,ftt,20,0.6455043697230038,0.7326645768025078,
21,31,ftt,21,0.7575522098105876,0.7547619047619049,
22,31,ftt,22,0.7308980213089802,0.6994603928340168,
23,31,ftt,23,0.6730158730158731,0.7198359594215411,
24,31,ftt,24,0.76635995583364,0.7202093881403931,
25,31,ftt,25,0.7575522098105876,0.6587636363636363,
26,31,ftt,26,0.60909681611436,0.6842369688088757,
27,31,ftt,27,0.7177631578947369,0.7394429469901168,
28,31,ftt,28,0.7929984779299849,0.7286184210526315,
29,31,ftt,29,0.7532151546750088,0.6809153318077804,
30,1462,ftt,0,1.0,1.0,
31,1462,ftt,1,1.0,1.0,
32,1462,ftt,2,1.0,1.0,
33,1462,ftt,3,1.0,1.0,
34,1462,ftt,4,1.0,1.0,
35,1462,ftt,5,1.0,1.0,
36,1462,ftt,6,1.0,1.0,
37,1462,ftt,7,1.0,1.0,
38,1462,ftt,8,1.0,1.0,
39,1462,ftt,9,1.0,1.0,
40,1462,ftt,10,1.0,1.0,
41,1462,ftt,11,1.0,1.0,
42,1462,ftt,12,1.0,1.0,
43,1462,ftt,13,1.0,1.0,
44,1462,ftt,14,1.0,1.0,
45,1462,ftt,15,1.0,1.0,
46,1462,ftt,16,1.0,1.0,
47,1462,ftt,17,1.0,1.0,
48,1462,ftt,18,1.0,1.0,
49,1462,ftt,19,1.0,1.0,
50,1462,ftt,20,1.0,1.0,
51,1462,ftt,21,1.0,1.0,
52,1462,ftt,22,1.0,0.9963650962620518,
53,1462,ftt,23,1.0,0.9963650962620518,
54,1462,ftt,24,1.0,1.0,
55,1462,ftt,25,1.0,1.0,
56,1462,ftt,26,1.0,1.0,
57,1462,ftt,27,1.0,1.0,
58,1462,ftt,28,1.0,1.0,
59,1462,ftt,29,1.0,1.0,
