,id,corruption,fold,test_score
11,1068,lgbm,11,0.9219148393676696
12,1068,lgbm,12,0.9107598164201938
13,1068,lgbm,13,0.9330698623151453
14,1068,lgbm,14,0.9359349803263882
15,1068,lgbm,15,0.9137478035310853
16,1068,lgbm,16,0.9227121369019542
17,1068,lgbm,17,0.9359349803263882
18,1068,lgbm,18,0.9219148393676696
19,1068,lgbm,19,0.9227121369019542
20,1068,lgbm,20,0.9155070624264936
21,1068,lgbm,21,0.9155070624264936
22,1068,lgbm,22,0.9199428109746336
23,1068,lgbm,23,0.9168041280717336
24,1068,lgbm,24,0.9168041280717336
25,1068,lgbm,25,0.9433222337280996
26,1068,lgbm,26,0.9295161422820998
27,1068,lgbm,27,0.9186724718639611
28,1068,lgbm,28,0.9286892526329146
29,1068,lgbm,29,0.9295161422820998
0,1461,lgbm,0,0.9047041032719181
1,1461,lgbm,1,0.9028830487048586
2,1461,lgbm,2,0.8996900926419326
3,1461,lgbm,3,0.9065841895659906
4,1461,lgbm,4,0.9011060899553588
5,1461,lgbm,5,0.9079773364462489
6,1461,lgbm,6,0.9034317716723389
7,1461,lgbm,7,0.9038179892708768
8,1461,lgbm,8,0.9058851533079163
9,1461,lgbm,9,0.9060288484045839
10,1461,lgbm,10,0.9048175038192532
11,1461,lgbm,11,0.9039074972488235
12,1461,lgbm,12,0.9015978923286846
13,1461,lgbm,13,0.8993001164763064
14,1461,lgbm,14,0.9057450862324726
15,1461,lgbm,15,0.9046358394620945
16,1461,lgbm,16,0.9039039289379397
17,1461,lgbm,17,0.9036886086839091
18,1461,lgbm,18,0.9009327982795319
19,1461,lgbm,19,0.9039286784784601
20,1461,lgbm,20,0.903156084523221
21,1461,lgbm,21,0.9058693789809114
22,1461,lgbm,22,0.9014045468591532
23,1461,lgbm,23,0.9038713765996136
24,1461,lgbm,24,0.9035784155059023
25,1461,lgbm,25,0.9038542689595892
26,1461,lgbm,26,0.9096630357353009
27,1461,lgbm,27,0.9043493415857171
28,1461,lgbm,28,0.9020119897086281
29,1461,lgbm,29,0.907603583211162
0,4538,lgbm,0,0.643712333672277
1,4538,lgbm,1,0.6465947154298464
2,4538,lgbm,2,0.6564236402945457
3,4538,lgbm,3,0.6549976846232289
4,4538,lgbm,4,0.6580659609106375
5,4538,lgbm,5,0.6571937566247689
6,4538,lgbm,6,0.6568814578120926
7,4538,lgbm,7,0.6489229689429427
8,4538,lgbm,8,0.63576076522855
9,4538,lgbm,9,0.6570129308879396
10,4538,lgbm,10,0.648646341829188
11,4538,lgbm,11,0.6442298742564787
12,4538,lgbm,12,0.6507670937313891
13,4538,lgbm,13,0.6496404349751429
14,4538,lgbm,14,0.6561876700412254
15,4538,lgbm,15,0.6534870946145261
16,4538,lgbm,16,0.650794361785997
17,4538,lgbm,17,0.6451944963338165
18,4538,lgbm,18,0.6439751493918214
19,4538,lgbm,19,0.6651067194671041
20,4538,lgbm,20,0.6354430870335068
21,4538,lgbm,21,0.6713106045039039
22,4538,lgbm,22,0.6433981794661867
23,4538,lgbm,23,0.6360119894937395
24,4538,lgbm,24,0.6305818404841146
25,4538,lgbm,25,0.6575078285965357
26,4538,lgbm,26,0.6460313356035947
27,4538,lgbm,27,0.6430748402226291
28,4538,lgbm,28,0.6565850731239348
29,4538,lgbm,29,0.6367040728164399
0,3,lgbm,0,0.9419991930745762
1,3,lgbm,1,0.9342203213387805
2,3,lgbm,2,0.9280404411764707
3,3,lgbm,3,0.929595627440742
4,3,lgbm,4,0.9781217885979938
5,3,lgbm,5,0.9405043510910858
6,3,lgbm,6,0.9483407194994786
7,3,lgbm,7,0.9264015251932418
8,3,lgbm,8,0.9968745412282848
9,3,lgbm,9,0.9953121674385151
10,3,lgbm,10,0.9545881751192343
11,3,lgbm,11,0.9906280248144779
12,3,lgbm,12,0.9843811094819159
13,3,lgbm,13,0.99375
14,3,lgbm,14,0.9796753137434957
15,3,lgbm,15,0.940485052639849
16,3,lgbm,16,0.953081358598183
17,3,lgbm,17,0.9828136349851176
18,3,lgbm,18,0.9514858792498362
19,3,lgbm,19,0.98125
20,3,lgbm,20,0.975010995025362
21,3,lgbm,21,0.9937480419799499
22,3,lgbm,22,0.984375
23,3,lgbm,23,0.9875
24,3,lgbm,24,0.9546282932395893
25,3,lgbm,25,0.9232696752014651
26,3,lgbm,26,0.9968745412282848
27,3,lgbm,27,0.9921869457308585
28,3,lgbm,28,0.99375
29,3,lgbm,29,0.9890645057766367
0,11,lgbm,0,0.8487087383335752
1,11,lgbm,1,0.8563130434782609
2,11,lgbm,2,0.8499174603174604
3,11,lgbm,3,0.824
4,11,lgbm,4,0.8563276345020765
5,11,lgbm,5,0.8371352785145888
6,11,lgbm,6,0.8741249410603651
7,11,lgbm,7,0.8611587678455799
8,11,lgbm,8,0.8844513368983957
9,11,lgbm,9,0.8503019762845849
10,11,lgbm,10,0.8389593495934959
11,11,lgbm,11,0.8941862025122214
12,11,lgbm,12,0.8568231884057972
13,11,lgbm,13,0.8810251555971635
14,11,lgbm,14,0.8672657062427555
15,11,lgbm,15,0.8447846889952152
16,11,lgbm,16,0.8559183117767188
17,11,lgbm,17,0.82658188441795
18,11,lgbm,18,0.8533268765133173
19,11,lgbm,19,0.8614902315076228
20,11,lgbm,20,0.8456010430247718
21,11,lgbm,21,0.8697476835352815
22,11,lgbm,22,0.8498202973497091
23,11,lgbm,23,0.8401651917404128
24,11,lgbm,24,0.8748531468531469
25,11,lgbm,25,0.850518937252685
26,11,lgbm,26,0.8288475033738192
27,11,lgbm,27,0.8454492753623187
28,11,lgbm,28,0.8545129569967782
29,11,lgbm,29,0.8458434782608696
0,23,lgbm,0,0.5645936579821512
1,23,lgbm,1,0.5517732005776392
2,23,lgbm,2,0.499819209039548
3,23,lgbm,3,0.5719329121826412
4,23,lgbm,4,0.5297568165070008
5,23,lgbm,5,0.5615679935811182
6,23,lgbm,6,0.5617852154874224
7,23,lgbm,7,0.5771837544377156
8,23,lgbm,8,0.5124194448272167
9,23,lgbm,9,0.5250659779192606
10,23,lgbm,10,0.5269400659045592
11,23,lgbm,11,0.5546238555037903
12,23,lgbm,12,0.5561359881513364
13,23,lgbm,13,0.4971144599968164
14,23,lgbm,14,0.5939668475104282
15,23,lgbm,15,0.5015919745362319
16,23,lgbm,16,0.597268523987317
17,23,lgbm,17,0.5589442885192062
18,23,lgbm,18,0.5956383852403139
19,23,lgbm,19,0.5826075749788815
20,23,lgbm,20,0.5351022756029027
21,23,lgbm,21,0.5568064477894986
22,23,lgbm,22,0.5520984829354656
23,23,lgbm,23,0.5430817639842193
24,23,lgbm,24,0.549462773248377
25,23,lgbm,25,0.5588849089619505
26,23,lgbm,26,0.526527798833672
27,23,lgbm,27,0.49060924411470774
28,23,lgbm,28,0.5402189890505474
29,23,lgbm,29,0.5207795254789075
0,31,lgbm,0,0.6868817204301075
1,31,lgbm,1,0.719197226016602
2,31,lgbm,2,0.6951633986928105
3,31,lgbm,3,0.7482734319943621
4,31,lgbm,4,0.7589208733138645
5,31,lgbm,5,0.6645161290322582
6,31,lgbm,6,0.7296732026143792
7,31,lgbm,7,0.7204301075268817
8,31,lgbm,8,0.6834498834498833
9,31,lgbm,9,0.7163214477127273
10,31,lgbm,10,0.7244462590588955
11,31,lgbm,11,0.719197226016602
12,31,lgbm,12,0.7161381254404511
13,31,lgbm,13,0.7244462590588955
14,31,lgbm,14,0.7041301627033792
15,31,lgbm,15,0.706060606060606
16,31,lgbm,16,0.7204301075268817
17,31,lgbm,17,0.7245420716066332
18,31,lgbm,18,0.7233201581027667
19,31,lgbm,19,0.7719549059354884
20,31,lgbm,20,0.7100804230472623
21,31,lgbm,21,0.7081853525270568
22,31,lgbm,22,0.727027027027027
23,31,lgbm,23,0.7737931034482759
24,31,lgbm,24,0.7460718515594158
25,31,lgbm,25,0.7136402300023816
26,31,lgbm,26,0.748882446460301
27,31,lgbm,27,0.7233201581027667
28,31,lgbm,28,0.7385824531455598
29,31,lgbm,29,0.7136402300023816
0,37,lgbm,0,0.7938855402970236
1,37,lgbm,1,0.7371540246262261
2,37,lgbm,2,0.7331919780899372
3,37,lgbm,3,0.748121878121878
4,37,lgbm,4,0.6751100139529892
5,37,lgbm,5,0.7232230932973366
6,37,lgbm,6,0.7681995942865508
7,37,lgbm,7,0.7273970049089666
8,37,lgbm,8,0.6941382419133849
9,37,lgbm,9,0.7521404431548276
10,37,lgbm,10,0.7662337662337663
11,37,lgbm,11,0.7331919780899372
12,37,lgbm,12,0.7640300875594993
13,37,lgbm,13,0.7759425040978439
14,37,lgbm,14,0.7539924190641895
15,37,lgbm,15,0.7273970049089666
16,37,lgbm,16,0.7378112083994437
17,37,lgbm,17,0.8242921815247105
18,37,lgbm,18,0.7348651348651349
19,37,lgbm,19,0.7791497113820854
20,37,lgbm,20,0.799893983567453
21,37,lgbm,21,0.7112593828190158
22,37,lgbm,22,0.791276162656697
23,37,lgbm,23,0.748121878121878
24,37,lgbm,24,0.7450067174205105
25,37,lgbm,25,0.7495827986975903
26,37,lgbm,26,0.765185682988784
27,37,lgbm,27,0.7154401154401154
28,37,lgbm,28,0.7818349122696949
29,37,lgbm,29,0.791276162656697
0,44,lgbm,0,0.9555147731544275
1,44,lgbm,1,0.953277338905986
2,44,lgbm,2,0.9500299771878479
3,44,lgbm,3,0.9577232759502899
4,44,lgbm,4,0.9267527507411317
5,44,lgbm,5,0.9577232759502899
6,44,lgbm,6,0.9630284934030863
7,44,lgbm,7,0.9532538523850405
8,44,lgbm,8,0.9511282396938816
9,44,lgbm,9,0.9457111834961998
10,44,lgbm,10,0.9553336338875063
11,44,lgbm,11,0.9586355871555537
12,44,lgbm,12,0.9446386598243355
13,44,lgbm,13,0.9511041918783574
14,44,lgbm,14,0.9521043640748518
15,44,lgbm,15,0.9577042564137794
16,44,lgbm,16,0.9565041098859839
17,44,lgbm,17,0.9499272897146178
18,44,lgbm,18,0.9457370228178829
19,44,lgbm,19,0.9499797263688812
20,44,lgbm,20,0.9522485800797371
21,44,lgbm,21,0.9554504859336145
22,44,lgbm,22,0.960983953732016
23,44,lgbm,23,0.9564815499770051
24,44,lgbm,24,0.9610008866163192
25,44,lgbm,25,0.9554280918089921
26,44,lgbm,26,0.9575805672219951
27,44,lgbm,27,0.9543525043536324
28,44,lgbm,28,0.9290669316981408
29,44,lgbm,29,0.9576236329612431
0,46,lgbm,0,0.950092502353275
1,46,lgbm,1,0.9517361718046654
2,46,lgbm,2,0.9564547975961406
3,46,lgbm,3,0.9518388172383077
4,46,lgbm,4,0.9533653683206113
5,46,lgbm,5,0.9548627319078931
6,46,lgbm,6,0.9593947806939724
7,46,lgbm,7,0.9625124175327636
8,46,lgbm,8,0.9518412013933831
9,46,lgbm,9,0.9548766932961854
10,46,lgbm,10,0.9579206541831918
11,46,lgbm,11,0.9594304031610695
12,46,lgbm,12,0.9502371095339046
13,46,lgbm,13,0.9457095191165656
14,46,lgbm,14,0.9484736060305861
15,46,lgbm,15,0.9545092248749985
16,46,lgbm,16,0.9563458437593265
17,46,lgbm,17,0.971912564616108
18,46,lgbm,18,0.9578606485248183
19,46,lgbm,19,0.9578617122203201
20,46,lgbm,20,0.9518402921544832
21,46,lgbm,21,0.9656852304998564
22,46,lgbm,22,0.9456549650506745
23,46,lgbm,23,0.9486272968126584
24,46,lgbm,24,0.9561995628781488
25,46,lgbm,25,0.9440303245630962
26,46,lgbm,26,0.9626726526675504
27,46,lgbm,27,0.947070276782737
28,46,lgbm,28,0.9501821459385285
29,46,lgbm,29,0.9594280503925737
0,50,lgbm,0,0.9895457551707553
1,50,lgbm,1,1.0
2,50,lgbm,2,0.9895457551707553
3,50,lgbm,3,0.994782461632168
4,50,lgbm,4,0.9948004982894542
5,50,lgbm,5,0.9896179237824162
6,50,lgbm,6,0.994782461632168
7,50,lgbm,7,0.9895457551707553
8,50,lgbm,8,0.994782461632168
9,50,lgbm,9,0.994782461632168
10,50,lgbm,10,0.9895457551707553
11,50,lgbm,11,1.0
12,50,lgbm,12,0.9895833333333334
13,50,lgbm,13,0.9895833333333334
14,50,lgbm,14,0.9791666666666666
15,50,lgbm,15,0.9895833333333334
16,50,lgbm,16,1.0
17,50,lgbm,17,0.9895457551707553
18,50,lgbm,18,0.9895457551707553
19,50,lgbm,19,0.9895833333333334
20,50,lgbm,20,0.9842887261261805
21,50,lgbm,21,0.9895457551707553
22,50,lgbm,22,0.994782461632168
