,dataset,corruption,npairs,fold,test_score,z_score_LR,p_score_LR,z_score_GBT,p_score_GBT,avg_loss_time
209,23,scarf,2,29,0.46944869613145757,0.530701926901198,0.4498471187534229,0.49771053804952103,0.4525235659843464,0.009055323070949979
210,23,scarf,4,0,0.5670701703433562,0.5588366018643107,0.4898019820320459,0.48644751845332157,0.5298290921024089,0.008858869946192182
211,23,scarf,4,1,0.5712492357229225,0.5455445508822327,0.4936751433526158,0.5000930477940445,0.49837079777216814,0.00916031554893211
212,23,scarf,4,2,0.47225143553600585,0.4812044117128863,0.453482071329059,0.42486397049744407,0.4533936365863839,0.008704794777764214
213,23,scarf,4,3,0.5697225648872061,0.5740269082641964,0.4693848891959478,0.5309038557358001,0.5262247337025979,0.00887002326824047
214,23,scarf,4,4,0.5692901084415191,0.5538484168115511,0.5151502745854284,0.5292567870327275,0.48072489260329615,0.009105148138823333
215,23,scarf,4,5,0.5832815326272269,0.5666946685483498,0.5130177153461885,0.4962629901634822,0.4699811878893003,0.009060388141208225
216,23,scarf,4,6,0.45524199932391674,0.5707445367849353,0.4845958281256483,0.4856218450208816,0.48974391894454194,0.008914380603366428
217,23,scarf,4,7,0.5474955339980954,0.5475081861522539,0.5195070116782952,0.49111825274537135,0.47169714905420834,0.009159061643812392
218,23,scarf,4,8,0.5288193381397082,0.5044698542040461,0.4390140913221958,0.46580751377885143,0.45436877928512936,0.00827944940990872
219,23,scarf,4,9,0.5538537020517396,0.5849469475484521,0.49789692808162206,0.5053378376476347,0.4475317324461312,0.009035931693183051
220,23,scarf,4,10,0.530096479791395,0.5365791687206909,0.4745364386114097,0.43051192783869835,0.4081563891048481,0.008790191676881578
221,23,scarf,4,11,0.5556298963380366,0.5086178221311334,0.5030831938354828,0.45227118644067804,0.4696122142385614,0.008752575627079717
222,23,scarf,4,12,0.5161363447044541,0.5467486999382339,0.5131393054600678,0.4863718183388473,0.4526359677729087,0.008664385477701823
223,23,scarf,4,13,0.5101197304436106,0.5176561316885409,0.518211960345379,0.5158759280185479,0.5152220594811111,0.008900733221144904
224,23,scarf,4,14,0.5654471925291631,0.5496809542715517,0.48081782561050995,0.5296199240386159,0.5002102133877747,0.008821068869696722
225,23,scarf,4,15,0.48556121455011003,0.4885118806260644,0.45705304400808733,0.4920673323089149,0.45880093789173704,0.008525980843438042
226,23,scarf,4,16,0.5781810537380108,0.5777469119359478,0.5075111676325664,0.5166569468715846,0.5050352370607997,0.009139129850599502
227,23,scarf,4,17,0.5620914365598542,0.5293240903399073,0.5230296725102903,0.5065743967474523,0.4775338731466342,0.00889293352762858
228,23,scarf,4,18,0.5635540085056554,0.5515110883315758,0.5194450160663244,0.4885513550198946,0.49070443720629825,0.009779236051771376
229,23,scarf,4,19,0.5555875932807638,0.5583474576271187,0.5352950991115151,0.5349938285639635,0.46762665663445796,0.008807415432400174
230,23,scarf,4,20,0.5043666902597196,0.5271450977210513,0.48915716116753194,0.4773285616737434,0.4392742525856048,0.008806127972073025
231,23,scarf,4,21,0.5157963190575481,0.49878297819375966,0.47195980214874933,0.4892766682420596,0.445283195378812,0.008861527030850634
232,23,scarf,4,22,0.609432459961311,0.5831958303905509,0.5489513931018686,0.5275867635189669,0.5397060988704663,0.00870656967163086
233,23,scarf,4,23,0.5219786858356712,0.5283227692373066,0.4838361441969114,0.472710298818784,0.4597716200416825,0.008965497546725803
234,23,scarf,4,24,0.5163824867227402,0.5033064740205612,0.4354963279176555,0.4949104271954072,0.452677438139087,0.008575820922851562
235,23,scarf,4,25,0.49918001614603624,0.54254581465539,0.49402731335507116,0.5012531328320802,0.4827967379213974,0.009275039037068685
236,23,scarf,4,26,0.5240112994350283,0.5049233559165025,0.44974413385891715,0.4664984773291046,0.48006135209275463,0.008960697385999892
237,23,scarf,4,27,0.47219923581575474,0.46418551422519994,0.451500928450081,0.46299833487464925,0.4527574014968083,0.008503849544222392
238,23,scarf,4,28,0.5289592625631877,0.5271589298541945,0.44488090811064246,0.5054855796225993,0.4559965942048266,0.007852948374218412
239,23,scarf,4,29,0.4842542314913306,0.4872438677379371,0.47348774789999504,0.4263033175161931,0.4714396368633656,0.008813261985778809
240,23,scarf,12,0,0.5228469660822022,0.5665307465384236,0.4223344486158454,0.5406141629603766,0.4419909887063548,0.00848401387532552
241,23,scarf,12,1,0.5188121894473866,0.5328772739322569,0.49005832059219256,0.5355357880005565,0.4848004845583721,0.00860345098707411
242,23,scarf,12,2,0.5248799410598496,0.467036340556543,0.42465190402817515,0.4637419700727892,0.4110761911297148,0.008963386217753092
243,23,scarf,12,3,0.5592041191592907,0.5586269940441516,0.49629770228163494,0.44822008912955585,0.44049600117396726,0.009052234225802952
244,23,scarf,12,4,0.5436276123087049,0.5321054681510304,0.40164926489946273,0.48189084123775455,0.39647823518272834,0.008902163417251021
245,23,scarf,12,5,0.5734973599870453,0.5889931176198023,0.48276663552421417,0.48025335419888393,0.4650072705676586,0.0089569091796875
246,23,scarf,12,6,0.499984315976025,0.6037824866105379,0.433915457766597,0.47109378278219277,0.4462106118019812,0.009006473753187392
247,23,scarf,12,7,0.5868614594146743,0.5029172700269434,0.46387971139030454,0.49383355020241115,0.4924463712175747,0.008924762407938639
248,23,scarf,12,8,0.526947380853954,0.5263242033031115,0.42878426030717665,0.457656594046185,0.44600839525440883,0.008946648350468388
249,23,scarf,12,9,0.5544132547075652,0.5220103900870344,0.4451614056478851,0.477092189855117,0.45150283303423006,0.00874781230139354
250,23,scarf,12,10,0.5010474424164175,0.5142736811812414,0.4607754588193544,0.4093262242939183,0.44135302098547396,0.008608795978404858
251,23,scarf,12,11,0.551967318557149,0.5540300516889048,0.4639292395306305,0.4795980795699063,0.4281445559990522,0.00876131984922621
252,23,scarf,12,12,0.5838610356989119,0.5466075185934454,0.46104959991248246,0.49671724232503345,0.3926325288478374,0.00864010386996799
253,23,scarf,12,13,0.5283371952577547,0.5213253869826833,0.5052023138938803,0.47782172529232236,0.41242450107710443,0.009020616137792193
254,23,scarf,12,14,0.5665697108917448,0.5480198963548915,0.4312247292462874,0.5529845977325971,0.4497764619550988,0.008819574779934353
255,23,scarf,12,15,0.5052511163308165,0.48978177918649485,0.4599281300804708,0.4718300388345326,0.44824707723853013,0.008852874791180645
256,23,scarf,12,16,0.5968412672282674,0.5407328799657077,0.47298507890427416,0.5479940821722923,0.5303306862628896,0.008864519331190321
257,23,scarf,12,17,0.562658731450673,0.5448828359785628,0.4924686892070836,0.44727615134394794,0.4525646144570242,0.009399831295013428
258,23,scarf,12,18,0.5580442326865558,0.5543054146262696,0.4587152076455076,0.4709985721922733,0.4576136180203977,0.00823570622338189
259,23,scarf,12,19,0.5317950920722135,0.5439431466366452,0.495625691361066,0.4783590336434773,0.4019790357560426,0.008672184414333768
260,23,scarf,12,20,0.4851668716391677,0.5213841344773036,0.40550042915113355,0.4297151204755796,0.3972760091749089,0.008940185440911188
261,23,scarf,12,21,0.4989046609959615,0.5696894933700503,0.465910060882668,0.46794065542555446,0.45891006573196913,0.0089765503292992
262,23,scarf,12,22,0.5570456222190661,0.5491612506845106,0.4854828812410524,0.4785584362699943,0.4268612112380807,0.008733016473275644
263,23,scarf,12,23,0.5331762027993292,0.48465212718631295,0.47000723934988564,0.4340497295406153,0.41355675518533214,0.009007836565559294
264,23,scarf,12,24,0.48860802649522694,0.5400188549996269,0.44812922186635173,0.48552357224826903,0.46451693437681024,0.008729741686866396
265,23,scarf,12,25,0.5088400569956886,0.5288243821882077,0.4313167165171153,0.49487278118363587,0.4808738323965599,0.008962816662258573
266,23,scarf,12,26,0.4877026025747893,0.4877162293117986,0.5008751051809112,0.4710845359588784,0.45810617382643204,0.009030785825517442
267,23,scarf,12,27,0.5033457589578992,0.444950134859414,0.4055181882293557,0.3935495232251395,0.43822735443852545,0.008826824149700126
268,23,scarf,12,28,0.5414827295442554,0.5122920594355945,0.46473865508590595,0.4992549105021384,0.44456851058545965,0.009114623069763184
269,23,scarf,12,29,0.5327673575309615,0.5448219014772959,0.4606665859921132,0.49180934871985593,0.4658520198052063,0.00895562247624473
270,23,scarf,24,0,0.5678841989349399,0.5947800589859424,0.49531707492595073,0.4807940895262928,0.4750586545546776,0.008914321660995483
271,23,scarf,24,1,0.546548652061587,0.5343340534007591,0.4952975376656446,0.5146636872877209,0.41026450896859096,0.00895790138629952
272,23,scarf,24,2,0.4997710430165995,0.4749391308769374,0.45293352184481656,0.4495908611162848,0.4121663847387563,0.008724747763739691
273,23,scarf,24,3,0.5326187931903806,0.5772430060251438,0.4644728348323794,0.46275430158296715,0.4822556398600807,0.00871797213478694
274,23,scarf,24,4,0.5570654381827321,0.48353409716206575,0.48202454639579945,0.47988538518918594,0.428090810682563,0.008597232677318432
275,23,scarf,24,5,0.5581095054178008,0.5450459763698894,0.44730261111152697,0.45834281117368025,0.45728632860138546,0.00899921523200141
276,23,scarf,24,6,0.6213360386639862,0.5623355503809827,0.4506457943573126,0.48720287621982533,0.46149535464146374,0.008959567105328595
277,23,scarf,24,7,0.5456681368423244,0.5538367187489954,0.4700460675947218,0.5204140785375706,0.47914518141343787,0.008517169952392578
278,23,scarf,24,8,0.49697049367242874,0.5369618846218682,0.41859828362522156,0.4571856925630481,0.45172607943456766,0.008811397684945
279,23,scarf,24,9,0.5354043852628988,0.5465025904342693,0.46666514558887445,0.44304557205305173,0.4317329000388677,0.008414414193895128
280,23,scarf,24,10,0.50039845865877,0.5232473644900243,0.4652359712841426,0.4564746913418528,0.40153467587944647,0.008835630284415351
281,23,scarf,24,11,0.5376332575561374,0.534614172910491,0.4060812527589853,0.47204797406177806,0.4228240700433334,0.008628911442226835
282,23,scarf,24,12,0.5480209171731671,0.510011983093554,0.4398479454767643,0.4516155967694546,0.42389844950578875,0.008925159772237143
283,23,scarf,24,13,0.5126516354812202,0.49938996051156215,0.49081162620465973,0.47664954467304066,0.40790547304028063,0.00867789586385091
284,23,scarf,24,14,0.5067174614705934,0.564942324498627,0.4613089855831197,0.45927209215559767,0.385490197949011,0.009174433621493254
285,23,scarf,24,15,0.4837381104582451,0.5207950223846634,0.49522030613130846,0.45929962222551557,0.4343829500570992,0.008905097290321632
286,23,scarf,24,16,0.5785964326723857,0.5916871064747588,0.5457614458212665,0.5099604769693808,0.5062804483787725,0.008711157021699127
287,23,scarf,24,17,0.543466797674609,0.4786760554224024,0.4350241969022917,0.4856365746762614,0.44944296391050464,0.008763037030659025
288,23,scarf,24,18,0.5940968122786304,0.5569285422202555,0.4701095979375907,0.488286111022779,0.43464136138219134,0.008695530512976267
289,23,scarf,24,19,0.5321657579996474,0.5562995199093622,0.48028632989130654,0.5235929897030034,0.43628701935898906,0.009118223947191995
290,23,scarf,24,20,0.5629495632008585,0.5354473379665892,0.44645138763827524,0.4721327253666939,0.35731891265174714,0.008900810171056676
291,23,scarf,24,21,0.5213048686952931,0.5143027881504044,0.4768169553917195,0.45012793217671526,0.4356011598439193,0.00896757509973314
292,23,scarf,24,22,0.548195525637042,0.5551546894501954,0.44403870113704014,0.47105341537694867,0.45841738337284355,0.009509949457077753
293,23,scarf,24,23,0.47505866678493247,0.4896072853138533,0.3841440751624338,0.41718523143806147,0.45212771469682056,0.008990069230397543
294,23,scarf,24,24,0.5547927368113703,0.4705974739873045,0.43336533162522,0.4888873712930015,0.427824303665544,0.008807662933591812
295,23,scarf,24,25,0.538584805025483,0.5886412277237757,0.46195218899308244,0.4790308750000948,0.4763237253731985,0.008786607671667028
296,23,scarf,24,26,0.5003801247813492,0.4910726723937776,0.3745845073682962,0.4886653931281804,0.4346723294978808,0.007590671380360921
297,23,scarf,24,27,0.5104168095513991,0.4825713750276918,0.4246895236620236,0.4357522637943019,0.4210978958429012,0.008973704444037544
298,23,scarf,24,28,0.546741590131284,0.4825122070479633,0.4684425808515834,0.47322990883668015,0.4649071692485568,0.008438450949532645
299,23,scarf,24,29,0.5589048239895696,0.5194241482967463,0.47610510399557876,0.42037183471045764,0.42337934109508013,0.008741933056431958
300,23,scarf,48,0,0.5673295753619998,0.5686381279230455,0.5018524201113831,0.4731992507886913,0.4845115967885816,0.009026136663224962
301,23,scarf,48,1,0.524273995095518,0.5356718257575382,0.49651578699291826,0.5116128968048217,0.44003037313366233,0.009001983536614312
302,23,scarf,48,2,0.49997346458031794,0.4914720222892965,0.3845977511779918,0.41716509890329806,0.4138305247711854,0.008644904030693902
303,23,scarf,48,3,0.5537915530796886,0.53994668025763,0.3389062408151269,0.4840048992811023,0.4206061509332935,0.008651492772278961
304,23,scarf,48,4,0.53625745000123,0.5662089884270418,0.46159358872638323,0.5014921663786982,0.4612308544142806,0.008771294639224098
305,23,scarf,48,5,0.5621707039242457,0.5530062691868877,0.4774529583365146,0.5160098702381953,0.4712897644312266,0.00878448486328125
306,23,scarf,48,6,0.4786834818145165,0.5697137324357698,0.5482443299889526,0.5354998013860072,0.39629776234408803,0.008777419726053873
307,23,scarf,48,7,0.5277670721445994,0.5078906563890419,0.5108765012030825,0.515267289603899,0.46053692475165264,0.008948644002278646
308,23,scarf,48,8,0.549842556885603,0.5314063846197257,0.39673916577755547,0.4376915280780925,0.40480939884039496,0.008991117830629702
309,23,scarf,48,9,0.5622330075279652,0.5499342601276633,0.47282033521343114,0.47459024903581465,0.4477069998249742,0.008970790439181857
310,23,scarf,48,10,0.5404505090383931,0.45872415472728784,0.4660088659539677,0.46564553685398113,0.42481694510177614,0.008769097151579681
311,23,scarf,48,11,0.5372437086499605,0.5381994977136825,0.45229643850589607,0.47016781667120117,0.4571195112203422,0.008666167656580607
312,23,scarf,48,12,0.5997377040429757,0.5453173030155972,0.49054620611755656,0.4777192209416871,0.4227700736175313,0.008742999147485804
313,23,scarf,48,13,0.5496478786348583,0.5251475127098585,0.5013799867772285,0.46864582171688374,0.49577343195602963,0.008705770527874981
314,23,scarf,48,14,0.5658597962259566,0.5264317840925196,0.446095606848654,0.45927936381628975,0.4308097477829115,0.00863504409790039
315,23,scarf,48,15,0.4688736046289474,0.46878533491161806,0.44530202222683907,0.4198187557026094,0.4125205693598815,0.009142924238134313
316,23,scarf,48,16,0.5534474589027298,0.5663447010312477,0.5044824529570292,0.5469806088665836,0.45378902453478726,0.009063614739312066
317,23,scarf,48,17,0.5367815310241127,0.5433014362853164,0.47819679224095457,0.46532924706751705,0.43744235923167757,0.008784434530470106
318,23,scarf,48,18,0.5542975344812973,0.5439528268341827,0.4998098710406964,0.4113976379453632,0.4705514438039216,0.008817789289686415
319,23,scarf,48,19,0.526524759275841,0.5575111802423648,0.502404303417224,0.44756430727306096,0.4604000370166024,0.008987256038336106
320,23,scarf,48,20,0.5066499890413845,0.43786969244936946,0.42243008179081204,0.41144645552492254,0.3778698288902605,0.009122808774312338
321,23,scarf,48,21,0.5215035690968354,0.5612563170516621,0.465455144212317,0.47355636462959305,0.43757485584271577,0.00928228872793692
322,23,scarf,48,22,0.5496796074510961,0.5530172639974813,0.4704802896084614,0.4644995105867807,0.41898463488040555,0.008750662391568407
323,23,scarf,48,23,0.525326003067085,0.513911118814021,0.49652496685722997,0.4364386620974457,0.41438736627690315,0.008601475243616586
324,23,scarf,48,24,0.4979835002825994,0.5206817795573904,0.44855999060856616,0.454473723406643,0.4264210287683148,0.009130076756553045
325,23,scarf,48,25,0.49190848876906973,0.5278072069505768,0.45912867497442783,0.4771407327502769,0.45511093150739285,0.008582319532121931
326,23,scarf,48,26,0.4900360091325819,0.5125759563415018,0.4814468114707277,0.44643588426639275,0.4817399430780341,0.008889595667521158
327,23,scarf,48,27,0.49542777939519755,0.46700267599347245,0.40420445704356534,0.41077057273440193,0.42033180576179113,0.008869524355287905
328,23,scarf,48,28,0.5218136186078376,0.4911851971243729,0.4498099278349831,0.44915750961490575,0.419610247685499,0.009247327091717961
329,23,scarf,48,29,0.49027634304565015,0.5465038194818436,0.4762068784628628,0.44259333876951773,0.46554595718285097,0.009036101235283745
330,23,scarf,80,0,0.5476252628163242,0.551266547699248,0.5034221779487648,0.4807438343239278,0.4264785465078191,0.008858588006761339
331,23,scarf,80,1,0.573510711118429,0.46951563368028265,0.394829813402853,0.4598053949839601,0.4627840243689091,0.008848333358764648
332,23,scarf,80,2,0.5151957801832519,0.5032219609115238,0.4445184778547847,0.4162440235658252,0.47068465834216755,0.008894946840074327
333,23,scarf,80,3,0.548602799093828,0.5757590430319914,0.46829842020790435,0.5182432579809587,0.5023894673252169,0.008494544912267614
334,23,scarf,80,4,0.5187040365103084,0.5611350725738453,0.5226227467051143,0.5534069288725472,0.47290883961871,0.008783637152777777
335,23,scarf,80,5,0.578958207200275,0.5314077436825603,0.37697300750600476,0.4734077165488459,0.42699166356180845,0.008852966248043
336,23,scarf,80,6,0.5783674422731166,0.5436203452741066,0.5410604741999441,0.527816769675743,0.437995491791536,0.009183715088198883
337,23,scarf,80,7,0.5828780033525797,0.5435454743662372,0.5040005107408374,0.5149639948783304,0.4458087496802928,0.009279308495698151
338,23,scarf,80,8,0.5422766844487402,0.5107518934558875,0.4057578222401431,0.47323881449033606,0.40370656016657785,0.008971093881009804
339,23,scarf,80,9,0.5639430411314279,0.5475305775318289,0.4787555697424326,0.5253824229900049,0.49041325049131723,0.008887348351655182
340,23,scarf,80,10,0.5044788489348724,0.503602818635078,0.4558372918322458,0.47719765515483636,0.4426205796466982,0.00850208600362142
341,23,scarf,80,11,0.5316485707712029,0.541194757360307,0.4169600221250677,0.5075730869320484,0.4585639764292416,0.00888035915516041
342,23,scarf,80,12,0.6251612554853585,0.5752923210346713,0.5108987427175172,0.5291378165406021,0.46616606464758736,0.008810751967959933
343,23,scarf,80,13,0.5344725801532371,0.5204927505731144,0.4492194801586299,0.47748996335009236,0.4614550803587604,0.009197884135776095
344,23,scarf,80,14,0.5307041104084309,0.5931051059791733,0.4911862745586626,0.5610000443952792,0.5008623253047874,0.008495913611518012
345,23,scarf,80,15,0.4686394400958825,0.4536599920371858,0.44691263542576404,0.4531087368525056,0.44893885843242587,0.00858417616950141
346,23,scarf,80,16,0.5519332145856277,0.568958811468133,0.52966264086936,0.5414130663525336,0.500055585097687,0.008783357311980893
347,23,scarf,80,17,0.5639473488510449,0.5394745577614148,0.5263434874514777,0.49128156223585256,0.45176873774281556,0.009009775188234117
348,23,scarf,80,18,0.5513342725064456,0.5892800764373546,0.49884261100924365,0.48587668020008906,0.43291828049284353,0.008737518673851377
349,23,scarf,80,19,0.5317437517954611,0.5210598116993912,0.4839272243007922,0.4738102575390711,0.4646740670006332,0.009077877468532987
350,23,scarf,80,20,0.514246113456388,0.48938508357530963,0.47248443045684607,0.488144240163146,0.47828887055017877,0.009300480948554145
351,23,scarf,80,21,0.5124847205486119,0.5329982882414823,0.48132806103785253,0.4548290471688321,0.4737585392886352,0.008810011545817058
352,23,scarf,80,22,0.5716265897413436,0.563915584289514,0.57197696978364,0.47278844461544123,0.4449154882822296,0.009018281493524108
353,23,scarf,80,23,0.5157755916399984,0.49579446276554956,0.45507883988059916,0.43877184238616124,0.4324158777453225,0.008972704410552979
354,23,scarf,80,24,0.5334010699995504,0.5175484812288241,0.5269152542372881,0.5068928545347116,0.5065813911104895,0.00862429318604646
355,23,scarf,80,25,0.5850695076275768,0.5492440903889316,0.5023552862571975,0.5079709589181174,0.5039532879883983,0.008529729313320585
356,23,scarf,80,26,0.4782337162306393,0.4787273970038167,0.4426860054131419,0.4744828796296034,0.4417606401121682,0.00836650530497233
357,23,scarf,80,27,0.4902563870471363,0.4591469785440951,0.44189436950141286,0.44050246369689633,0.3929535635922573,0.008998016516367594
358,23,scarf,80,28,0.5105214781710884,0.4894617344033181,0.4275471292095814,0.525153452995214,0.44831110667702795,0.00861035747292601
359,23,scarf,80,29,0.4718555096714646,0.5308142932869396,0.5069600502001276,0.5173390553651552,0.4809220449176647,0.009163330471704877
360,23,scarf,90,0,0.55245057863161,0.5600200630618316,0.492051399113546,0.47378913870431144,0.4137445641521226,0.008888743541858814
361,23,scarf,90,1,0.5584495808349599,0.4667719221812072,0.44681286978438073,0.47448100350487826,0.4309463872206836,0.009060759014553494
362,23,scarf,90,2,0.49515559736020526,0.4805137946101292,0.4463316875364141,0.48973614057585874,0.45582979035224636,0.008823781543307834
363,23,scarf,90,3,0.5620138492912561,0.5297743645960457,0.4753911911984961,0.4443559215979819,0.42075225056750226,0.008668420049879286
364,23,scarf,90,4,0.5054392492185403,0.4964488894736571,0.5080066060010321,0.4566936089871177,0.4509439645321843,0.009038999345567492
365,23,scarf,90,5,0.5580368911407283,0.5642533347843347,0.48798598743387217,0.47893012895560827,0.44146256198181266,0.00907936508272901
366,23,scarf,90,6,0.5580649646357639,0.5494054036902863,0.5334511062107604,0.4934861440623583,0.43893946831655445,0.00878441333770752
367,23,scarf,90,7,0.5375494905517902,0.5326636039375242,0.48512331040490403,0.4916853171306336,0.45996554204053836,0.00896929701169332
368,23,scarf,90,8,0.5422636335026749,0.5152034991798797,0.4827286164761529,0.4908938218365412,0.47507254703587604,0.00836122300889757
369,23,scarf,90,9,0.512564889707479,0.5277159977436732,0.5252141027014443,0.4871157194438295,0.46585155277068496,0.009679696294996473
370,23,scarf,90,10,0.5567055750357573,0.511584398850233,0.4174135215322736,0.43977138533777405,0.3910352501249247,0.00920967140583077
371,23,scarf,90,11,0.5010726343857929,0.5022004810438845,0.3919349868755273,0.4560406112516611,0.40982455325484274,0.009135369901303892
372,23,scarf,90,12,0.551314684574131,0.5591024154399957,0.5046756277639646,0.4962622658340768,0.4562128512607511,0.008668495549096001
373,23,scarf,90,13,0.5602259887005651,0.5257520995164097,0.4695701568268532,0.5005997273615471,0.4822680321537553,0.0087379879421658
374,23,scarf,90,14,0.5536666365972063,0.5477564115247012,0.506547732350539,0.513967889342167,0.47681680975961077,0.008622403498049136
375,23,scarf,90,15,0.47307700275795983,0.5002126396701937,0.49411884998544375,0.4807479418371715,0.3734071624339654,0.008916711807250977
376,23,scarf,90,16,0.5867920989506727,0.5855246069323473,0.43138853224065876,0.47714070466464226,0.4666133696849535,0.00912217151971511
377,23,scarf,90,17,0.5689561222873436,0.5641585047970161,0.49645388159844794,0.47567692822718444,0.4770567795675684,0.008709107836087545
378,23,scarf,90,18,0.5957866205768134,0.6054998729272599,0.5226975498546783,0.47967238145702745,0.44983243268889017,0.009055532055136598
379,23,scarf,90,19,0.5327496560400607,0.5521336599362793,0.5090348575320005,0.4968222597315603,0.43760085564377554,0.008894793192545573
380,23,scarf,90,20,0.5299502690336522,0.5310557745789868,0.46996723357395304,0.4337213966134408,0.4585545805896472,0.008932095986825449
381,23,scarf,90,21,0.5203064507839417,0.5246197638967156,0.42110832974179,0.48455276225896954,0.4908494475886494,0.009115748935275607
382,23,scarf,90,22,0.4761556341767013,0.608429147057122,0.5250694934148235,0.4877915025739593,0.4811299435028249,0.00885990990532769
383,23,scarf,90,23,0.5159367084934713,0.5342335608441879,0.49438506110742925,0.4519329780637405,0.445888535872718,0.008341227637396918
384,23,scarf,90,24,0.5120967631894425,0.5029709765530838,0.4777097070713703,0.47731308697049146,0.4392246249756478,0.00935988426208496
385,23,scarf,90,25,0.5397160882223423,0.5410999467428814,0.4620893807901946,0.48565988002254545,0.4358890225360121,0.009262080144400548
386,23,scarf,90,26,0.5077225292379524,0.5052919329950305,0.48184884110473203,0.47625337843980514,0.454998313733036,0.009014079305860732
387,23,scarf,90,27,0.4811553734401192,0.45146981843076467,0.4202598684521925,0.4302432994192483,0.4269966841867692,0.009105695618523492
388,23,scarf,90,28,0.5232932484937216,0.46666825545111945,0.42474185229985056,0.4993069262303117,0.3780571937242684,0.00874797503153483
389,23,scarf,90,29,0.48693956259141746,0.5430276911201878,0.5054032667982344,0.4633307513518079,0.4134982793877708,0.008698798992015698
390,23,scarf,100,0,0.5730568129978595,0.5488751627376971,0.49186808108220786,0.48306667241933543,0.45608380191098724,0.0088245603773329
391,23,scarf,100,1,0.5612396192197119,0.543462761242969,0.4849491899009497,0.49160627094138815,0.48594044198164893,0.008959809939066568
392,23,scarf,100,2,0.5160576239594358,0.48594494723355525,0.49061420469994566,0.49658827319718246,0.4685840272446308,0.008566836516062418
393,23,scarf,100,3,0.5640807741994437,0.59247896872762,0.5244969487780906,0.5242009360206147,0.4862797856918699,0.008906920750935873
394,23,scarf,100,4,0.5522924815297696,0.5195359622198295,0.4671212963642342,0.4712748370273795,0.4426014578863549,0.009009275171491835
395,23,scarf,100,5,0.4618633083899005,0.5659153000126161,0.5155116981440802,0.4764515826327813,0.4756839855465067,0.008711496988932291
396,23,scarf,100,6,0.5694038123136775,0.5714147489932094,0.559568119427674,0.5252120557876089,0.45108950317895596,0.00880917266563133
397,23,scarf,100,7,0.551275308799239,0.5622417192865847,0.5303921300376626,0.5068914234963476,0.4658609725294083,0.008958336747722862
398,23,scarf,100,8,0.5104911768997394,0.5150145822333804,0.5084373323138948,0.5039009727481372,0.45412430597324627,0.00924141318709762
399,23,scarf,100,9,0.5521376656058027,0.5744576000899515,0.5147682531262602,0.506932699589982,0.4879789902002676,0.008809606234232584
400,23,scarf,100,10,0.5246396844191198,0.5194003807767871,0.4530829943199457,0.4510514632054754,0.41099493037494156,0.008875687917073568
401,23,scarf,100,11,0.5517108137994814,0.5277007302397946,0.4144934912314196,0.4717180708233636,0.43756763746319727,0.00883423714410691
402,23,scarf,100,12,0.558325369420031,0.5441496799920111,0.5423572548480696,0.48824340902562974,0.4668452931123686,0.008337126837836372
403,23,scarf,100,13,0.48114801128339224,0.5111772235274409,0.46853334017915255,0.5233890856277771,0.47368907891515116,0.008740576830777254
404,23,scarf,100,14,0.5507754137576621,0.5214881271153119,0.455365048867279,0.5172448028580382,0.49178136585913257,0.008876328115110044
405,23,scarf,100,15,0.48880283443454947,0.4942922422421486,0.4719144487217536,0.45148685494882573,0.4771703202267304,0.009024437930848863
406,23,scarf,100,16,0.4787556090751349,0.5865684766412059,0.47065909439572057,0.4677142091512026,0.43699331497276245,0.008877154552575314
407,23,scarf,100,17,0.5526256943836918,0.5727398774719792,0.5273285370102444,0.5240380135739926,0.4583666199322754,0.008167518509758843
408,23,scarf,100,18,0.5775759099577119,0.5978035725069306,0.5302166778091114,0.48142637023992957,0.4439876225906848,0.008562522464328343
409,23,scarf,100,19,0.5637873799827199,0.5586963821777629,0.5365904152344831,0.5408297776104054,0.4943736705026196,0.009149938159518771
410,23,scarf,100,20,0.5447668782469197,0.5343409464897004,0.5112645103650066,0.5124196604097248,0.476439290381318,0.008841002428973163
411,23,scarf,100,21,0.5424783827821186,0.5146585380638491,0.49951040501057886,0.47312857086931104,0.45770747219092556,0.008786212073432074
412,23,scarf,100,22,0.4997806803555738,0.5295915074122676,0.46952761761037015,0.5142932024623583,0.47081336374472404,0.008638783397837581
413,23,scarf,100,23,0.5078702351668425,0.5147266091640933,0.49100126979527275,0.466933584211531,0.4883331162543109,0.009004632631937662
414,23,scarf,100,24,0.5135835718047028,0.5109942075487681,0.5063082571825259,0.4689010754347735,0.4632206425597919,0.00884359147813585
415,23,scarf,100,25,0.4721071707543778,0.4999150218598443,0.43188878489494475,0.4633111896780213,0.4115976553978528,0.00884426670309938
416,23,scarf,100,26,0.49245814386109965,0.49665348793026565,0.4590378488594367,0.4521681307207937,0.45664536806028927,0.008909207803231699
417,23,scarf,100,27,0.48291695908681587,0.4658954201226109,0.4159123453004522,0.43510439671992196,0.39016174167524137,0.008706659740871854
418,23,scarf,100,28,0.5164291697771474,0.5138004500763658,0.4577293175718666,0.5045409066152324,0.4736082733769574,0.008740084511893136
419,23,scarf,100,29,0.5531404141950655,0.5198865147465855,0.5000191189001136,0.4749254748861813,0.44611463594370654,0.008728537896666864
420,23,scarf,110,0,0.5357677495638851,0.5286768647711905,0.48343752706080906,0.4981126415377344,0.4436871519114372,0.00881195068359375
