dataset,corruption,fold,val_score,test_score
54,tabnet,0,0.7882353,0.7294970161977835
54,tabnet,1,0.89411765,0.8461645563202658
54,tabnet,2,0.89411765,0.7826935065192957
54,tabnet,3,0.85882354,0.7363321303231513
54,tabnet,4,0.84705883,0.8183819068325892
54,tabnet,5,0.85882354,0.687325396061316
54,tabnet,6,0.90588236,0.8005774544137159
54,tabnet,7,0.91764706,0.8151655392645697
54,tabnet,8,0.84705883,0.7619882435437404
54,tabnet,9,0.84705883,0.7925320252722864
54,tabnet,10,0.84705883,0.7693136195862164
54,tabnet,11,0.89411765,0.752845800530424
54,tabnet,12,0.8117647,0.7440777937191136
54,tabnet,13,0.8235294,0.8218744656403306
54,tabnet,14,0.8352941,0.7463800583757039
54,tabnet,15,0.87058824,0.7935425623109371
54,tabnet,16,0.87058824,0.7436546116422278
54,tabnet,17,0.87058824,0.8185745833952434
54,tabnet,18,0.90588236,0.849582686244877
54,tabnet,19,0.88235295,0.804650043323385
54,tabnet,20,0.85882354,0.7255839902971497
54,tabnet,21,0.87058824,0.7107713816364335
54,tabnet,22,0.92941177,0.7694516268045681
54,tabnet,23,0.87058824,0.767483793982529
54,tabnet,24,0.85882354,0.711374859820504
54,tabnet,25,0.88235295,0.76060149964674
54,tabnet,26,0.91764706,0.7108072423678822
54,tabnet,27,0.87058824,0.7514799964646182
54,tabnet,28,0.84705883,0.7477587750179225
54,tabnet,29,0.89411765,0.6900826589907316
50,tabnet,0,0.9270833,0.8574146343331597
50,tabnet,1,0.9270833,0.8891002711480129
50,tabnet,2,0.9270833,0.8313802083333334
50,tabnet,3,0.8958333,0.8481243525530782
50,tabnet,4,0.90625,0.7804608585858586
50,tabnet,5,0.9479167,0.8475119699042408
50,tabnet,6,0.9166667,0.7994263980921285
50,tabnet,7,0.8958333,0.8020833333333334
50,tabnet,8,0.875,0.8062276222228927
50,tabnet,9,0.9270833,0.8486656259292298
50,tabnet,10,0.8645833,0.8404544044665011
50,tabnet,11,0.9270833,0.8162368314854934
50,tabnet,12,0.9270833,0.8635662729658793
50,tabnet,13,0.8645833,0.8640948172198172
50,tabnet,14,0.8958333,0.8524576822916669
50,tabnet,15,0.90625,0.8376501699705319
50,tabnet,16,0.875,0.7660224230254351
50,tabnet,17,0.9166667,0.7882828842131168
50,tabnet,18,0.90625,0.8645833333333334
50,tabnet,19,0.90625,0.7586172521704019
50,tabnet,20,0.9166667,0.7790434570054435
50,tabnet,21,0.8854167,0.7718703346203345
50,tabnet,22,0.9479167,0.8090872663110824
50,tabnet,23,0.875,0.6737487133299022
50,tabnet,24,0.875,0.8013693482443482
50,tabnet,25,0.9166667,0.8110917625681405
50,tabnet,26,0.875,0.8289630677620496
50,tabnet,27,0.9270833,0.7857163112522686
50,tabnet,28,0.9270833,0.8530713708863314
50,tabnet,29,0.9583333,0.8062276222228927
31,tabnet,0,0.84,0.6994603928340168
31,tabnet,1,0.81,0.6842369688088757
31,tabnet,2,0.81,0.6790848262464926
31,tabnet,3,0.83,0.6871356872413489
31,tabnet,4,0.82,0.6850938535149063
31,tabnet,5,0.81,0.6545012165450121
31,tabnet,6,0.82,0.6969402622632346
31,tabnet,7,0.79,0.7054263565891472
31,tabnet,8,0.79,0.6237446074201898
31,tabnet,9,0.8,0.695252116304748
31,tabnet,10,0.8,0.6850938535149063
31,tabnet,11,0.81,0.7163214477127273
31,tabnet,12,0.76,0.7040094414851201
31,tabnet,13,0.82,0.6934523809523809
31,tabnet,14,0.82,0.6687975646879758
31,tabnet,15,0.77,0.68
31,tabnet,16,0.81,0.7333333333333334
31,tabnet,17,0.81,0.7402115260090654
31,tabnet,18,0.82,0.6957137355964336
31,tabnet,19,0.84,0.6809153318077804
31,tabnet,20,0.83,0.7373482272948033
31,tabnet,21,0.8,0.6488040556632985
31,tabnet,22,0.79,0.6882953652788689
31,tabnet,23,0.79,0.65
31,tabnet,24,0.81,0.6826311497689591
31,tabnet,25,0.85,0.7013798797027951
31,tabnet,26,0.79,0.6868382710053424
31,tabnet,27,0.77,0.6377473363774734
31,tabnet,28,0.83,0.7417933379098429
31,tabnet,29,0.86,0.6361357897690079
1462,tabnet,0,1.0,1.0
1462,tabnet,1,1.0,1.0
1462,tabnet,2,1.0,1.0
1462,tabnet,3,1.0,1.0
1462,tabnet,4,1.0,1.0
1462,tabnet,5,1.0,1.0
1462,tabnet,6,1.0,1.0
1462,tabnet,7,1.0,0.9963650962620518
1462,tabnet,8,1.0,1.0
1462,tabnet,9,1.0,1.0
1462,tabnet,10,1.0,1.0
1462,tabnet,11,1.0,1.0
1462,tabnet,12,1.0,0.9963650962620518
1462,tabnet,13,1.0,1.0
1462,tabnet,14,1.0,1.0
1462,tabnet,15,1.0,1.0
1462,tabnet,16,1.0,1.0
1462,tabnet,17,1.0,1.0
1462,tabnet,18,1.0,1.0
1462,tabnet,19,1.0,1.0
1462,tabnet,20,1.0,1.0
1462,tabnet,21,1.0,1.0
1462,tabnet,22,1.0,1.0
1462,tabnet,23,1.0,1.0
1462,tabnet,24,1.0,1.0
1462,tabnet,25,1.0,1.0
1462,tabnet,26,1.0,1.0
1462,tabnet,27,1.0,1.0
1462,tabnet,28,1.0,1.0
1462,tabnet,29,1.0,1.0
46,tabnet,0,0.94357365,0.9438913180226075
46,tabnet,1,0.94670844,0.9311928185226787
46,tabnet,2,0.94357365,0.9220108976832101
46,tabnet,3,0.94357365,0.9266397936316183
46,tabnet,4,0.95611286,0.9106912174694427
46,tabnet,5,0.968652,0.9546309441809359
46,tabnet,6,0.95924765,0.9481869533281274
46,tabnet,7,0.9655172,0.9261712127264542
46,tabnet,8,0.9655172,0.9392933298039295
46,tabnet,9,0.9529781,0.9469469091618068
46,tabnet,10,0.95924765,0.9269832676254466
46,tabnet,11,0.968652,0.94239653855014
46,tabnet,12,0.968652,0.9394749428575322
46,tabnet,13,0.94670844,0.9265064881073102
46,tabnet,14,0.97805643,0.9250014629192083
46,tabnet,15,0.97492164,0.9352351149205285
46,tabnet,16,0.9310345,0.9466493949339388
46,tabnet,17,0.9310345,0.9531106065369657
46,tabnet,18,0.9655172,0.9280646335381385
46,tabnet,19,0.9655172,0.9405522025977429
46,tabnet,20,0.96238244,0.9066278994029457
46,tabnet,21,0.968652,0.948389446970187
46,tabnet,22,0.97178686,0.9454317613728372
46,tabnet,23,0.95611286,0.9328287744664663
46,tabnet,24,0.94670844,0.9389364673819697
46,tabnet,25,0.96238244,0.9175771555634235
46,tabnet,26,0.96238244,0.9453180489436509
46,tabnet,27,0.97492164,0.9418875396718058
46,tabnet,28,0.96238244,0.9405319110982588
46,tabnet,29,0.9498433,0.9438265450361396
40982,tabnet,0,0.7989691,0.72600822422197
40982,tabnet,1,0.7938144,0.7482833591087886
40982,tabnet,2,0.81958765,0.7303251147935602
40982,tabnet,3,0.81958765,0.7400818280883917
40982,tabnet,4,0.7886598,0.7331817222288938
40982,tabnet,5,0.76804125,0.695107732993701
40982,tabnet,6,0.77319586,0.7554383422471013
40982,tabnet,7,0.77835053,0.7804813619875048
40982,tabnet,8,0.7989691,0.793837647308586
40982,tabnet,9,0.7886598,0.7548722001964225
40982,tabnet,10,0.8298969,0.7281591645158214
40982,tabnet,11,0.814433,0.7578479782459403
40982,tabnet,12,0.8298969,0.7417203758722782
40982,tabnet,13,0.7886598,0.7172216546376349
40982,tabnet,14,0.76804125,0.756082325824439
40982,tabnet,15,0.8402062,0.7683865672312286
40982,tabnet,16,0.7628866,0.6834016974919968
40982,tabnet,17,0.7938144,0.714378771790576
40982,tabnet,18,0.7989691,0.6893430279217962
40982,tabnet,19,0.77319586,0.7517056401778758
40982,tabnet,20,0.8453608,0.691515544235485
40982,tabnet,21,0.83505154,0.6924320981319589
40982,tabnet,22,0.80927837,0.7285499447123651
40982,tabnet,23,0.7938144,0.7233862360672243
40982,tabnet,24,0.81958765,0.7341650013243196
40982,tabnet,25,0.7989691,0.7651625118705527
40982,tabnet,26,0.7886598,0.7239517821031742
40982,tabnet,27,0.7989691,0.7273983598037653
40982,tabnet,28,0.80927837,0.7071211910867959
40982,tabnet,29,0.7886598,0.7387202051611965
40975,tabnet,0,0.84393066,0.7683182079024676
40975,tabnet,1,0.83815026,0.7313681854046112
40975,tabnet,2,0.8034682,0.7511118670477176
40975,tabnet,3,0.8786127,0.7246266179334906
40975,tabnet,4,0.83815026,0.7996864687036939
40975,tabnet,5,0.8265896,0.7752543693460908
40975,tabnet,6,0.8150289,0.7326773905123702
40975,tabnet,7,0.8265896,0.7267580588250074
40975,tabnet,8,0.83815026,0.7632353467122898
40975,tabnet,9,0.84393066,0.7494194284498003
40975,tabnet,10,0.80924857,0.7598333477566919
40975,tabnet,11,0.849711,0.7248589036196426
40975,tabnet,12,0.849711,0.7192822908198631
40975,tabnet,13,0.82080925,0.7432173311493107
40975,tabnet,14,0.849711,0.7530999440611598
40975,tabnet,15,0.83815026,0.7376453939992366
40975,tabnet,16,0.8150289,0.7342076073021093
40975,tabnet,17,0.82080925,0.7564302969011858
40975,tabnet,18,0.8034682,0.7161444879181014
40975,tabnet,19,0.849711,0.775341978567708
40975,tabnet,20,0.84393066,0.7396252014333915
40975,tabnet,21,0.85549134,0.7672237977122486
40975,tabnet,22,0.82080925,0.7592848535894529
40975,tabnet,23,0.82080925,0.7620434108337061
40975,tabnet,24,0.849711,0.774460253888505
40975,tabnet,25,0.8323699,0.7759742167506167
40975,tabnet,26,0.85549134,0.7317265878057946
40975,tabnet,27,0.82080925,0.7355268134945168
40975,tabnet,28,0.83815026,0.7644743283623722
40975,tabnet,29,0.8323699,0.7775671599609847
40701,tabnet,0,0.952,0.9181334387351778
40701,tabnet,1,0.98,0.9158481391220245
40701,tabnet,2,0.962,0.9247623694539119
40701,tabnet,3,0.944,0.9282697142857144
40701,tabnet,4,0.948,0.9385869789365149
40701,tabnet,5,0.946,0.9189094064560915
40701,tabnet,6,0.966,0.9141454620661129
40701,tabnet,7,0.962,0.9385869789365149
40701,tabnet,8,0.938,0.9103679002203219
40701,tabnet,9,0.924,0.8889918337574456
40701,tabnet,10,0.964,0.9092841022901783
40701,tabnet,11,0.968,0.9088851702250431
40701,tabnet,12,0.96,0.9118103043074813
40701,tabnet,13,0.952,0.8979194729907775
40701,tabnet,14,0.958,0.9147509144794809
40701,tabnet,15,0.956,0.909392406758775
40701,tabnet,16,0.964,0.9261667663969613
40701,tabnet,17,0.956,0.9259187264348554
40701,tabnet,18,0.968,0.9233370468611848
40701,tabnet,19,0.932,0.8919517320488426
40701,tabnet,20,0.966,0.9203672212197526
40701,tabnet,21,0.966,0.9218031001256808
40701,tabnet,22,0.974,0.9200139969300415
40701,tabnet,23,0.96,0.937276476906552
40701,tabnet,24,0.954,0.8831726427267544
40701,tabnet,25,0.944,0.9032827817343945
40701,tabnet,26,0.946,0.9297906976744187
40701,tabnet,27,0.948,0.9179630737744015
40701,tabnet,28,0.964,0.9268848039215688
40701,tabnet,29,0.93,0.9110570039770217
4538,tabnet,0,0.64777327,0.6082351713944961
4538,tabnet,1,0.597166,0.5564968772999231
4538,tabnet,2,0.6123482,0.5793579732001
4538,tabnet,3,0.5728745,0.5406747877430432
4538,tabnet,4,0.6012146,0.5851985812936022
4538,tabnet,5,0.53137654,0.4957281350696952
4538,tabnet,6,0.6052632,0.604646187810047
4538,tabnet,7,0.6619433,0.5945910498921572
4538,tabnet,8,0.6740891,0.6029901759956942
4538,tabnet,9,0.6336032,0.62489940357506
4538,tabnet,10,0.6265182,0.6181441246631425
4538,tabnet,11,0.62753034,0.6428022105412612
4538,tabnet,12,0.66902834,0.6289505392527373
4538,tabnet,13,0.6062753,0.5809256344753881
4538,tabnet,14,0.5910931,0.5638456339382903
4538,tabnet,15,0.5688259,0.5426527771234174
4538,tabnet,16,0.60020244,0.5470409408467621
4538,tabnet,17,0.64979756,0.609680954181601
4538,tabnet,18,0.50101215,0.47074317163573715
4538,tabnet,19,0.6234818,0.5892382785720341
4538,tabnet,20,0.5172065,0.4695637701957941
4538,tabnet,21,0.6012146,0.5518539054661437
4538,tabnet,22,0.5931174,0.5611714493470086
4538,tabnet,23,0.5708502,0.5274154062478974
4538,tabnet,24,0.6143725,0.613165342596318
4538,tabnet,25,0.53846157,0.4932877255423546
4538,tabnet,26,0.6295546,0.6122968491481059
4538,tabnet,27,0.58502024,0.5646420772432621
4538,tabnet,28,0.5779352,0.542199908761905
4538,tabnet,29,0.6163968,0.5869068841239751
