dataset,corruption,npairs,patience,fold,test_score,z_score_LR,p_score_LR,z_score_GBT,p_score_GBT,avg_loss_time
1494,pass,loss=cluster-simclr-case2,9999,29,0.8522738321325255,0,0,0,0,0.0056492860794067
1510,pass,loss=cluster-simclr-case2,9999,0,0.9392169292360316,0,0,0,0,0.0094599188963572
1510,pass,loss=cluster-simclr-case2,9999,1,0.973616425775698,0,0,0,0,0.0094279221693674
1510,pass,loss=cluster-simclr-case2,9999,2,0.9824561403508772,0,0,0,0,0.0093386152585347
1510,pass,loss=cluster-simclr-case2,9999,3,0.991205475258566,0,0,0,0,0.0096008670330047
1510,pass,loss=cluster-simclr-case2,9999,4,0.9376836024305945,0,0,0,0,0.0095129566987355
1510,pass,loss=cluster-simclr-case2,9999,5,0.973616425775698,0,0,0,0,0.0094262284437815
1510,pass,loss=cluster-simclr-case2,9999,6,0.956244993396696,0,0,0,0,0.009448923031489
1510,pass,loss=cluster-simclr-case2,9999,7,0.973616425775698,0,0,0,0,0.0093580408096313
1510,pass,loss=cluster-simclr-case2,9999,8,0.9649122807017544,0,0,0,0,0.0093948674996693
1510,pass,loss=cluster-simclr-case2,9999,9,0.9824561403508772,0,0,0,0,0.0094550101757049
1510,pass,loss=cluster-simclr-case2,9999,10,0.9824561403508772,0,0,0,0,0.0094280745188395
1510,pass,loss=cluster-simclr-case2,9999,11,0.991205475258566,0,0,0,0,0.0094006437460581
1510,pass,loss=cluster-simclr-case2,9999,12,0.965073180823004,0,0,0,0,0.0095221850872039
1510,pass,loss=cluster-simclr-case2,9999,13,0.973616425775698,0,0,0,0,0.009535428126653
1510,pass,loss=cluster-simclr-case2,9999,14,0.9557756825927252,0,0,0,0,0.0094367218812306
1510,pass,loss=cluster-simclr-case2,9999,15,0.973616425775698,0,0,0,0,0.0094482178688049
1510,pass,loss=cluster-simclr-case2,9999,16,0.9649122807017544,0,0,0,0,0.009550233443578
1510,pass,loss=cluster-simclr-case2,9999,17,0.9645092460881936,0,0,0,0,0.0094504290421803
1510,pass,loss=cluster-simclr-case2,9999,18,0.982536590411502,0,0,0,0,0.0095104242960611
1510,pass,loss=cluster-simclr-case2,9999,19,0.9734654095556352,0,0,0,0,0.0092321560382843
1510,pass,loss=cluster-simclr-case2,9999,20,0.9824561403508772,0,0,0,0,0.0093253077665964
1510,pass,loss=cluster-simclr-case2,9999,21,0.9737469960380176,0,0,0,0,0.0092612867355346
1510,pass,loss=cluster-simclr-case2,9999,22,0.9912489986793392,0,0,0,0,0.0091562747955322
1510,pass,loss=cluster-simclr-case2,9999,23,0.9387429907553746,0,0,0,0,0.0095457537968953
1510,pass,loss=cluster-simclr-case2,9999,24,0.9647247085304308,0,0,0,0,0.0095449463526407
1510,pass,loss=cluster-simclr-case2,9999,25,0.956244993396696,0,0,0,0,0.0094833869139353
1510,pass,loss=cluster-simclr-case2,9999,26,0.956244993396696,0,0,0,0,0.0095390637715657
1510,pass,loss=cluster-simclr-case2,9999,27,0.9387429907553746,0,0,0,0,0.0094059380690256
1510,pass,loss=cluster-simclr-case2,9999,28,0.95602737629283,0,0,0,0,0.0095011706352233
1510,pass,loss=cluster-simclr-case2,9999,29,0.991205475258566,0,0,0,0,0.0094193432331085
