0,1,2,3
1.0,7.034373084024985e-16,-5.798028723802412e-16,-1.017497197608463e-15
7.034373084024985e-16,1.0,-1.2789769243681797e-16,-3.3111291486420675e-16
-5.798028723802412e-16,-1.2789769243681797e-16,1.0,-5.613287612504792e-17
-1.017497197608463e-15,-3.3111291486420675e-16,-5.613287612504792e-17,1.0
