,id,corruption,fold,test_score
0,458,lr,0,0.9881656804733728
1,458,lr,1,1.0
2,458,lr,2,0.9940992233683291
3,458,lr,3,0.9940804879569156
4,458,lr,4,0.9940804879569156
5,458,lr,5,0.9940804879569156
6,458,lr,6,0.9940804879569156
7,458,lr,7,0.988184054707971
8,458,lr,8,0.9940844063479187
9,458,lr,9,1.0
10,458,lr,10,1.0
11,458,lr,11,0.9882490841322008
12,458,lr,12,0.9940804879569156
13,458,lr,13,1.0
14,458,lr,14,1.0
15,458,lr,15,1.0
16,458,lr,16,0.9939668174962292
17,458,lr,17,1.0
18,458,lr,18,0.9881546937045815
19,458,lr,19,0.9940992233683291
20,458,lr,20,0.9940844063479187
21,458,lr,21,0.9940804879569156
22,458,lr,22,0.9940804879569156
23,458,lr,23,0.9940844063479187
24,458,lr,24,0.9940992233683291
25,458,lr,25,1.0
26,458,lr,26,0.9940992233683291
27,458,lr,27,1.0
28,458,lr,28,0.9940804879569156
29,458,lr,29,0.9940844063479187
0,469,lr,0,0.2678106200673069
1,469,lr,1,0.18359799085385203
2,469,lr,2,0.2032046991883195
3,469,lr,3,0.21942167709109342
4,469,lr,4,0.1983102230829077
5,469,lr,5,0.17654902531081776
6,469,lr,6,0.1813285492737516
7,469,lr,7,0.19495406703097268
8,469,lr,8,0.15610247652864712
9,469,lr,9,0.1766804854839028
10,469,lr,10,0.22383501094851277
11,469,lr,11,0.1966321882123908
12,469,lr,12,0.1967138523563517
13,469,lr,13,0.18261591598575927
14,469,lr,14,0.20531000299808663
15,469,lr,15,0.18336572572086957
16,469,lr,16,0.23246691347445658
17,469,lr,17,0.16007345636655984
18,469,lr,18,0.2124444753804092
19,469,lr,19,0.22637782428074274
20,469,lr,20,0.18606047653587546
21,469,lr,21,0.17281398329397507
22,469,lr,22,0.20827275837285897
23,469,lr,23,0.19538286462719293
24,469,lr,24,0.16114827859463293
25,469,lr,25,0.22209683909261063
26,469,lr,26,0.23881473251113672
27,469,lr,27,0.20302619180336573
28,469,lr,28,0.21742777501884544
29,469,lr,29,0.19543689405994996
0,1049,lr,0,0.8494028802247979
1,1049,lr,1,0.8467722628274005
2,1049,lr,2,0.8422301449237019
3,1049,lr,3,0.825507975070068
4,1049,lr,4,0.871998042107909
5,1049,lr,5,0.8802217345953119
6,1049,lr,6,0.8654413345475538
7,1049,lr,7,0.8376165521189083
8,1049,lr,8,0.8647990554359417
9,1049,lr,9,0.8541373037973846
10,1049,lr,10,0.8199019941682438
11,1049,lr,11,0.8694601954026765
12,1049,lr,12,0.8694601954026765
